Número,Título,Temas Relacionados,Textos Relacionados,Link do Vídeo,Texto Base,Categoria,Subcategoria,Autor da Letra,Autor da Música
206,Fixa Teus Olhos No Mestre,Graça e Salvação | Lar e Família | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=aWL-qItB_uY,Salmo 42:11,A Doutrina da Salvação,Crescimento em Cristo,Helen H. Lemmel,Helen H. Lemmel
207,Confiei No Meu Senhor,Adoração e Louvor,Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=t9Pp34pZ1AQ,Salmo 40:1-4,A Doutrina da Salvação,Crescimento em Cristo,Valdecir Simões Lima,Lineu Formighieri Soares
208,Confia em Deus,Missão e Serviço | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=u_D5Tk3qn1Y,Salmo 37:5,A Doutrina da Salvação,Crescimento em Cristo,Virgil P. Brock,Blanche Kerr Brock
209,Todas As Coisas Contribuem,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=ZTX7-BadhSc,Romanos 8:28,A Doutrina da Salvação,Crescimento em Cristo,Lineu Formighieri Soares,Lineu Formighieri Soares
210,Sempre Confiante,"Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=3axUf7ybwqA,Salmo 37:5,A Doutrina da Salvação,Crescimento em Cristo,Cleiton Schaefer,Cleiton Schaefer
211,Jesus Meu Guia É,"Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=vBfU_89IE44,"Salmo 73:23, 24",A Doutrina da Salvação,Crescimento em Cristo,Michael Ledner,Michael Ledner
212,Bendita Segurança,"Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=6NYekrMlTQY,"Romanos 5:1, 2",A Doutrina da Salvação,Crescimento em Cristo,Fanny J. Crosby,Phoebe Palmer Knapp
213,Não Me Esqueci De Ti,Crianças e Jovens | Lar e Família | Missão e Serviço | Palavra de Deus e Lei | Sacrifício e Redenção | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=ILnsDgw5E30,Isaías 49:15,A Doutrina da Salvação,Crescimento em Cristo,Jader D. Santos,Jader D. Santos
214,Não Há O Que Temer,Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=RylJ4GK3r0k,Isaías 41:10,A Doutrina da Salvação,Crescimento em Cristo,Ricardo Martins,Ricardo Martins
215,A Única Saída,"Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=dhYaXaT7SBQ,João 6:68,A Doutrina da Salvação,Crescimento em Cristo,Silmar Correia,Silmar Correia
216,Pode Cair o Mundo,"Adoração e Louvor | Paz, Cuidado e Confiança",Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=OAjs3XGoNS8,Salmo 37:5,A Doutrina da Salvação,Crescimento em Cristo,Valdecir Simões Lima,Lineu Formighieri Soares
217,Fé Dos Nossos Pais,Lar e Família | Missão e Serviço | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=BCeuEXUiNas,N/A,A Doutrina da Igreja,A Igreja,Frederick W. Faber,Henri F. Hemy
218,"Ouve-nos, Pastor Divino","Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=yF9207i7eQQ,"João 10:14, 15",A Doutrina da Igreja,A Igreja,Dorothy Ann Thrupp,William B. Bradbury
219,Da Igreja o Fundamento,"Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Lar e Família | Missão e Serviço | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=S8Xd30MZcNY,1 Coríntios 3:11,A Doutrina da Igreja,A Igreja,Samuel John Stone,Samuel S. Wesley
220,Fortalece Tua Igreja,Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Lar e Família | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=ddnROB-Iagk,Habacuque 3:2,A Doutrina da Igreja,A Igreja,Henry Maxwell Wright,Melodia Tradicional Galesa
221,Somos Igreja,Graça e Salvação | Igreja e Comunhão | Lar e Família | Palavra de Deus e Lei | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 133:1; Hebreus 10:25,https://www.youtube.com/watch?v=Gd-0ohdm-PI,Efésios 3:10,A Doutrina da Igreja,A Igreja,Wanderson F. Paiva,Wanderson F. Paiva
222,Somos Um Pequeno Povo,Oração e Comunhão | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6,https://www.youtube.com/watch?v=ttA_S0UZpCI,Isaías 41:14,A Doutrina da Igreja,A Igreja,Arnaldo B. Christianini,Arnaldo B. Christianini
223,Há Um Dever,Graça e Salvação | Lar e Família | Missão e Serviço,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8,https://www.youtube.com/watch?v=cWZK-r9LP2I,Marcos 16:15,A Doutrina da Igreja,O Remanescente e Sua Missão,Dario Pires de Araújo,George W. Warren
224,Mensagem Ao Mundo,"Adoração e Louvor | Graça e Salvação | Missão e Serviço | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=bENSL9Ox2LU,Mateus 28:18-20,A Doutrina da Igreja,O Remanescente e Sua Missão,H. Ernest Nichol,H. Ernest Nichol
225,Dai-nos Luz,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=6VG21tjg0bM,Isaías 60:1-3,A Doutrina da Igreja,O Remanescente e Sua Missão,Charles H. Gabriel,Charles H. Gabriel
226,Cristo Nos Conclama,"Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=DcKQcVY394U,João 9:4,A Doutrina da Igreja,O Remanescente e Sua Missão,Sra. J. Hunter,W. T. Meyr
227,Se Cristo For Comigo,"Lar e Família | Palavra de Deus e Lei | Paz, Cuidado e Confiança | Sacrifício e Redenção",Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=IfM3j1Zbkh0,Salmo 126:6,A Doutrina da Igreja,O Remanescente e Sua Missão,Charles A. Miles,Charles A. Miles
228,Onde Quer Que Seja,Graça e Salvação | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=ZzFbbopH8Vo,Isaías 6:8,A Doutrina da Igreja,O Remanescente e Sua Missão,Jessie B. Pounds,Daniel B. Towner
229,Trabalho Cristão,Adoração e Louvor | Graça e Salvação | Missão e Serviço | Oração e Comunhão | Sacrifício e Redenção | Segunda Vinda e Esperança | Sábado e Criação,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=oE4qRzuFjk4,João 9:4,A Doutrina da Igreja,O Remanescente e Sua Missão,Fanny J. Crosby,William H. Doane
230,Ao Mundo Vou Contar,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Sv1Mk5f8Gm4,Mateus 10:32,A Doutrina da Igreja,O Remanescente e Sua Missão,Baynard L. Fox,Baynard L. Fox
231,Trabalhar e Orar,"Graça e Salvação | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=NWbx4RI3mAg,João 9:4,A Doutrina da Igreja,O Remanescente e Sua Missão,Pedro Grado,Isaiah Baltzell
232,Jesus Precisa De Ti,Graça e Salvação | Palavra de Deus e Lei | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=PNeCs4J9jfE,1 João 2:14,A Doutrina da Igreja,O Remanescente e Sua Missão,Desconhecido,Desconhecido
233,Brilha Por Cristo Em Teu Viver,Graça e Salvação | Lar e Família | Missão e Serviço | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=s8nEm0RjysI,Mateus 5:14-16,A Doutrina da Igreja,O Remanescente e Sua Missão,Ina Duley Ogdon,Charles H. Gabriel
234,Hoje Ajuda a Alguém,Graça e Salvação | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=6T8ajgIR4Mk,Tiago 2:14-17,A Doutrina da Igreja,O Remanescente e Sua Missão,Carrie E. Breck,Charles H. Gabriel
235,"Somos Teus, Senhor",Adoração e Louvor | Espírito Santo | Igreja e Comunhão | Lar e Família | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=6gOhEHoEcGA,Romanos14:8,A Doutrina da Igreja,O Remanescente e Sua Missão,Felipe Tonasso,Felipe Tonasso
236,Transbordando Em Amor,Graça e Salvação | Igreja e Comunhão | Lar e Família | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 133:1; Hebreus 10:25,https://www.youtube.com/watch?v=qAu0J5_yhqg,1 Coríntios 13:1,A Doutrina da Igreja,O Remanescente e Sua Missão,Lineu Formighieri Soares,Lineu Formighieri Soares
237,A Colheita,Graça e Salvação | Lar e Família | Missão e Serviço | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=fI_xWfXjWcg,N/A,A Doutrina da Igreja,O Remanescente e Sua Missão,Jader D. Santos,Jader D. Santos
238,Oração Pela Missão,Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Marcos 16:15,https://www.youtube.com/watch?v=SEEy-WPicdc,Isaías 6:8,A Doutrina da Igreja,O Remanescente e Sua Missão,Jair Alberto da Silva,Jair Alberto da Silva
239,Geração Esperança,Graça e Salvação | Lar e Família | Sacrifício e Redenção | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=irEOEYk8ZkI,1 Pedro 2:9,A Doutrina da Igreja,O Remanescente e Sua Missão,Valdecir Simões Lima,Lineu Formighieri Soares
240,Brilhar Por Ti,Graça e Salvação | Oração e Comunhão | Palavra de Deus e Lei,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=Rv0F4c4C-Wg,Mateus 5:14-16,A Doutrina da Igreja,O Remanescente e Sua Missão,"Joy Becker, Dan Dean","Joy Becker, Dan Dean"
241,A Todo Semelhante Meu,"Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=tSDeT4aYMlY,Mateus 28:19,A Doutrina da Igreja,O Remanescente e Sua Missão,Alfred H. Ackley,Bentley D. Ackley
242,Benditos Laços,Graça e Salvação | Igreja e Comunhão | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 133:1; Hebreus 10:25,https://www.youtube.com/watch?v=olcB1p-umdQ,Salmo 133:1,A Doutrina da Igreja,Unidade no Corpo de Cristo,John Fawcett,Hans Georg Naegeli
243,"Jesus, Pastor Amado","Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Igreja e Comunhão | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=ZHK2rdtAjTs,João 10:14,A Doutrina da Igreja,Unidade no Corpo de Cristo,Sarah Poulton Kalley,George J. Webb
244,Ó Vem à Igreja Comigo,Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=Q1aD3qdatVI,Salmo 122:1-4,A Doutrina da Igreja,Unidade no Corpo de Cristo,William Savage Pitts,William Savage Pitts
245,Lado a Lado,Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=ZrnPn--2-C0,"João 13:34, 35",A Doutrina da Igreja,Unidade no Corpo de Cristo,Jeff Wood,Jeff Wood
246,Em Família,Graça e Salvação | Lar e Família | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=blOjsarznsQ,Efésios 2:19,A Doutrina da Igreja,Unidade no Corpo de Cristo,Jane Leitzke,Jane Leitzke
247,Unidos Em Cristo,"Espírito Santo | Graça e Salvação | Igreja e Comunhão | Lar e Família | Missão e Serviço | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | João 14:16-17; Atos 2:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 133:1; Hebreus 10:25 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=LCRzBt65wQA,1 Coríntios 12:12,A Doutrina da Igreja,Unidade no Corpo de Cristo,Jader D. Santos,Jader D. Santos
248,Encontros,"Graça e Salvação | Igreja e Comunhão | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 133:1| Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=zpfmhV1bkS8,Hebreus 10:25,A Doutrina da Igreja,Unidade no Corpo de Cristo,Wanderson F. Paiva,Wanderson F. Paiva
249,"Oh, Que Belos Hinos!",Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Lar e Família | Missão e Serviço | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=RGvKiqTibOc,Lucas 15:7,A Doutrina da Igreja,O Batismo,William O. Cushing,George F. Root
250,A Jesus Seguir Eu Quero,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=AH39bafXKrE,"Mateus 16:24, 25",A Doutrina da Igreja,O Batismo,James L. Elginburg,James L. Elginburg
251,Meu Jesus Está Chamando,"Graça e Salvação | Missão e Serviço | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=ZHzaGAfdoCM,Mateus 9:9,A Doutrina da Igreja,O Batismo,Elisha A. Hoffman,John S. Norris
252,Volto ao Lar,Graça e Salvação | Lar e Família | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=BvKZVC9cK9Q,Lucas 15:11-24,A Doutrina da Igreja,O Batismo,William J. Kirkpatrick,William J. Kirkpatrick
253,Importa Renascer,Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Lar e Família | Palavra de Deus e Lei | Sábado e Criação,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 19:14; Provérbios 22:6 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=7Ci4QNv-pKA,João 3:1-3,A Doutrina da Igreja,O Batismo,William T. Sleeper,George C. Stebbins
254,Agora Posso Ver,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=VxOMU2J_ZAI,Zacarias 13:1,A Doutrina da Igreja,O Batismo,Phoebe Palmer,Phoebe Palmer Knapp
255,As Águas Batismais,Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=vf3jfoQFP3U,"Romanos 6:3, 4",A Doutrina da Igreja,O Batismo,Albertina Rodrigues Simon,Desconhecido
256,A Ceia do Senhor,"Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=DEIsgr6rAXU,1 Coríntios 11:23-26,A Doutrina da Igreja,A Ceia do Senhor,Philip P. Bliss,Philip P. Bliss
257,"Senhor, Tu nos Convidas",Graça e Salvação | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=LSLQ7w4we1M,Mateus 26:26-28,A Doutrina da Igreja,A Ceia do Senhor,Desconhecido,Samuel S. Wesley
